stock_code,description_clean,n_transacciones,unidades_totales,revenue_total,precio_medio,cluster,categoria_regla,categorias_candidatas,num_categorias_candidatas,estrato_muestreo,categoria_predicha,confianza_margen,categoria_final
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,174,2987,1698.04,0.81,22,,[],0,Sin regla,Cocina y Mesa,0.12077601387694059,Sin clasificar
22320,BIRDS MOBILE VINTAGE DESIGN,180,598,3545.02,6.2,22,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.8865579724151131,Decoración del Hogar
22321,BIRD DECORATION RED RETROSPOT,305,2528,2339.95,1.23,1,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.9680352057106147,Decoración del Hogar
22322,BIRD DECORATION GREEN POLKADOT,272,1617,1528.21,1.23,1,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.9376281393241264,Decoración del Hogar
22323,PINK POLKADOT KIDS BAG,117,635,1683.31,3.19,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,2.0216732379290043,Bolsos y Carteras
22324,BLUE POLKADOT KIDS BAG,153,664,1797.06,3.32,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,1.9897176109271677,Bolsos y Carteras
22325,MOBILE VINTAGE HEARTS,225,699,3139.99,5.01,22,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.9758241449703462,Decoración del Hogar
22326,ROUND SNACK BOXES SET OF4 WOODLAND,1403,15446,44257.74,3.43,22,Cajas y Almacenamiento,['Cajas y Almacenamiento'],1,Cajas y Almacenamiento,Cajas y Almacenamiento,1.6526293179405176,Cajas y Almacenamiento
22327,ROUND SNACK BOXES SET OF 4 SKULLS,660,3065,9943.55,3.8,22,Cajas y Almacenamiento,['Cajas y Almacenamiento'],1,Cajas y Almacenamiento,Cajas y Almacenamiento,1.861354227300176,Cajas y Almacenamiento
22328,ROUND SNACK BOXES SET OF 4 FRUITS,1168,12959,36170.31,3.19,22,Cajas y Almacenamiento,['Cajas y Almacenamiento'],1,Cajas y Almacenamiento,Cajas y Almacenamiento,1.96375132156769,Cajas y Almacenamiento
22329,ROUND CONTAINER SET OF 5 RETROSPOT,613,5159,8430.45,2.08,22,,[],0,Sin regla,Cocina y Mesa,0.19058204969529313,Sin clasificar
22330,72 ROUND PINK DOILIES,22,128,197.9,1.87,22,Papelería y Tarjetería,['Papelería y Tarjetería'],1,Papelería y Tarjetería,Papelería y Tarjetería,1.9080794195912727,Papelería y Tarjetería
22331,WOODLAND PARTY BAG STICKER SET,441,3660,6011.57,1.98,6,Pascua y Fiestas,"['Pascua y Fiestas', 'Bolsos y Carteras', 'Papelería y Tarjetería']",3,Pascua y Fiestas,Pascua y Fiestas,2.012255752439441,Pascua y Fiestas
22332,SKULLS PARTY BAG STICKER SET,385,4158,6520.55,1.82,6,Pascua y Fiestas,"['Pascua y Fiestas', 'Bolsos y Carteras', 'Papelería y Tarjetería']",3,Pascua y Fiestas,Pascua y Fiestas,1.9200692474113845,Pascua y Fiestas
22333,RETROSPOT PARTY BAG STICKER SET,702,10030,15639.65,1.86,6,Pascua y Fiestas,"['Pascua y Fiestas', 'Bolsos y Carteras', 'Papelería y Tarjetería']",3,Pascua y Fiestas,Pascua y Fiestas,1.953406081928195,Pascua y Fiestas
22334,DINOSAUR PARTY BAG STICKER SET,268,2230,3552.36,1.74,6,Pascua y Fiestas,"['Pascua y Fiestas', 'Bolsos y Carteras', 'Papelería y Tarjetería']",3,Pascua y Fiestas,Pascua y Fiestas,1.890973747883073,Pascua y Fiestas
22335,HEART DECORATION PAINTED ZINC,524,8666,5644.77,0.85,1,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,2.3414702325798458,Decoración del Hogar
22336,DOVE DECORATION PAINTED ZINC,222,4661,2234.96,0.73,1,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.930658287869175,Decoración del Hogar
22337,ANGEL DECORATION PAINTED ZINC,149,2473,1522.52,0.73,1,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,2.2749965983100133,Decoración del Hogar
22338,STAR DECORATION PAINTED ZINC,271,6087,2151.99,0.55,1,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,2.124828350383783,Decoración del Hogar
22339,CHRISTMAS TREE PAINTED ZINC,151,3521,1385.46,0.57,0,Navidad,['Navidad'],1,Navidad,Navidad,2.318100569523516,Navidad
22340,NOEL GARLAND PAINTED ZINC,184,1799,1511.05,1.24,14,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,2.050710177925881,Decoración del Hogar
22341,LOVE GARLAND PAINTED ZINC,242,3467,5698.89,2.36,14,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.9273707902002843,Decoración del Hogar
22342,HOME GARLAND PAINTED ZINC,230,1817,2521.25,2.04,14,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,2.0296667939046515,Decoración del Hogar
22343,PARTY PIZZA DISH RED RETROSPOT,188,3297,1985.74,0.83,34,,[],0,Sin regla,Pascua y Fiestas,0.5266246929734828,Pascua y Fiestas
22344,PARTY PIZZA DISH PINK POLKADOT,133,1580,807.32,0.84,34,,[],0,Sin regla,Pascua y Fiestas,0.30123509452596087,Pascua y Fiestas
22345,PARTY PIZZA DISH BLUE POLKADOT,130,1466,710.6,0.8,34,,[],0,Sin regla,Pascua y Fiestas,0.14234528437904803,Sin clasificar
22346,PARTY PIZZA DISH GREEN POLKADOT,104,1300,612.61,0.81,34,,[],0,Sin regla,Pascua y Fiestas,0.006115272244102243,Sin clasificar
22347,PIZZA SLICE DISH,115,2716,3119.18,1.66,34,,[],0,Sin regla,Cocina y Mesa,0.3237734592231225,Cocina y Mesa
22348,TEA BAG PLATE RED RETROSPOT,971,12453,10583.12,1.07,26,Bolsos y Carteras,"['Bolsos y Carteras', 'Cocina y Mesa']",2,Bolsos y Carteras,Bolsos y Carteras,1.3501752964958214,Bolsos y Carteras
22349,DOG BOWL CHASING BALL DESIGN,368,2571,10551.67,4.15,44,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.915322698265737,Cocina y Mesa
22350,ILLUSTRATED CAT BOWL,334,2840,7883.44,3.08,44,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.1754863411633565,Cocina y Mesa
22351,DOTCOMGIFTSHOP TEA TOWEL,3,15,29.81,2.77,26,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.8719154023688893,Cocina y Mesa
22352,LUNCH BOX WITH CUTLERY RETROSPOT,1122,7090,17830.71,3.13,4,Cajas y Almacenamiento,"['Cajas y Almacenamiento', 'Cocina y Mesa']",2,Cajas y Almacenamiento,Cajas y Almacenamiento,1.9525593437077575,Cajas y Almacenamiento
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES,498,3039,7917.89,3.15,19,Cajas y Almacenamiento,"['Cajas y Almacenamiento', 'Cocina y Mesa']",2,Cajas y Almacenamiento,Cajas y Almacenamiento,1.8188625430759107,Cajas y Almacenamiento
22354,RETROSPOT PADDED SEAT CUSHION,281,2228,8454.56,4.25,22,Textiles del Hogar,['Textiles del Hogar'],1,Textiles del Hogar,Textiles del Hogar,1.9768460722013772,Textiles del Hogar
22355,CHARLOTTE BAG SUKI DESIGN,1752,31956,45377.56,1.16,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,2.082867857595093,Bolsos y Carteras
22356,CHARLOTTE BAG PINK POLKADOT,1599,20015,20871.9,1.16,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,1.994250654460242,Bolsos y Carteras
22357,KINGS CHOICE BISCUIT TIN,462,2073,9352.41,5.12,22,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.6800194664781039,Cocina y Mesa
22358,KINGS CHOICE TEA CADDY,610,2651,8393.61,3.87,26,,[],0,Sin regla,Cocina y Mesa,0.5313341498517595,Cocina y Mesa
22359,GLASS JAR KINGS CHOICE,202,1278,4052.18,3.62,22,,[],0,Sin regla,Cocina y Mesa,0.4041122035431638,Cocina y Mesa
22360,GLASS JAR ENGLISH CONFECTIONERY,427,2503,7535.5,3.78,22,,[],0,Sin regla,Cocina y Mesa,0.3154774362012964,Cocina y Mesa
22361,GLASS JAR DAISY FRESH COTTON WOOL,498,1845,6036.26,4.27,22,,[],0,Sin regla,Cocina y Mesa,0.2229390618184659,Cocina y Mesa
22362,GLASS JAR PEACOCK BATH SALTS,253,747,2410.53,3.82,22,,[],0,Sin regla,Cocina y Mesa,0.2645476804302489,Cocina y Mesa
22363,GLASS JAR MARMALADE,172,781,2303.39,3.64,22,,[],0,Sin regla,Cocina y Mesa,0.4292080189443229,Cocina y Mesa
22364,GLASS JAR DIGESTIVE BISCUITS,342,2054,6498.61,3.92,22,,[],0,Sin regla,Cocina y Mesa,0.5870968280669588,Cocina y Mesa
22365,DOORMAT RESPECTABLE HOUSE,443,2329,15289.79,8.92,22,Textiles del Hogar,['Textiles del Hogar'],1,Textiles del Hogar,Textiles del Hogar,1.993810506788937,Textiles del Hogar
22366,DOORMAT AIRMAIL,568,2540,17242.3,9.06,22,Textiles del Hogar,['Textiles del Hogar'],1,Textiles del Hogar,Textiles del Hogar,2.873095616519339,Textiles del Hogar
22367,CHILDRENS APRON SPACEBOY DESIGN,1161,8059,15778.67,2.25,22,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.1300524422411153,Cocina y Mesa
22371,AIRLINE BAG VINTAGE TOKYO 78,687,1828,8936.8,5.36,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,2.300382207764123,Bolsos y Carteras
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,288,604,3073.43,5.34,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,1.963809435954655,Bolsos y Carteras
22374,AIRLINE BAG VINTAGE JET SET RED,432,1023,5099.84,5.33,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,2.011523679934698,Bolsos y Carteras
22375,AIRLINE BAG VINTAGE JET SET BROWN,285,590,2969.29,5.49,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,1.9658063337171021,Bolsos y Carteras
22376,AIRLINE BAG VINTAGE JET SET WHITE,249,529,2632.18,5.22,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,1.9736780811052956,Bolsos y Carteras
22377,BOTTLE BAG RETROSPOT,436,3618,6920.11,2.47,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,1.9083775689752291,Bolsos y Carteras
22378,WALL TIDY RETROSPOT,547,3749,6826.51,2.86,20,,[],0,Sin regla,"Espejos, Relojes y Arte de Pared",0.8610627629666878,"Espejos, Relojes y Arte de Pared"
22379,RECYCLING BAG RETROSPOT,1583,15765,34640.84,2.9,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,2.009295441931009,Bolsos y Carteras
22380,TOY TIDY SPACEBOY,690,4964,10217.66,2.46,22,,[],0,Sin regla,Cocina y Mesa,0.21195298795864415,Cocina y Mesa
22381,TOY TIDY PINK POLKADOT,1111,9265,19619.54,2.73,22,,[],0,Sin regla,Cocina y Mesa,0.3592110612383533,Cocina y Mesa
22382,LUNCH BAG SPACEBOY DESIGN,2173,20248,34071.97,1.9,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,1.9975745884672673,Bolsos y Carteras
22383,LUNCH BAG SUKI DESIGN,2436,25058,43254.35,2.08,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,2.0701011433364584,Bolsos y Carteras
22384,LUNCH BAG PINK POLKADOT,2137,20783,34088.79,1.95,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,2.018423739579676,Bolsos y Carteras
22385,JUMBO BAG SPACEBOY DESIGN,1259,17057,32433.5,2.44,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,2.0530819448125026,Bolsos y Carteras
22386,JUMBO BAG PINK POLKADOT,2269,39437,76324.62,2.41,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,2.092072355977666,Bolsos y Carteras
22389,PAPERWEIGHT SAVE THE PLANET,92,647,1245.52,2.54,22,,[],0,Sin regla,Cocina y Mesa,0.41887299160045044,Cocina y Mesa
22390,PAPERWEIGHT CHILDHOOD MEMORIES,83,813,1448.52,2.65,22,,[],0,Sin regla,Velas e Iluminación,0.060358275101084824,Sin clasificar
22391,PAPERWEIGHT HOME SWEET HOME,66,323,635.19,2.82,22,,[],0,Sin regla,Textiles del Hogar,0.06589736701190974,Sin clasificar
22393,PAPERWEIGHT VINTAGE COLLAGE,120,834,1459.37,2.87,22,,[],0,Sin regla,Papelería y Tarjetería,0.08624947897124235,Sin clasificar
22394,PAPERWEIGHT KINGS CHOICE,55,346,544.29,2.54,22,,[],0,Sin regla,Cocina y Mesa,0.2810960034107415,Cocina y Mesa
22395,PAPERWEIGHT VINTAGE PAISLEY,53,234,413.76,3.09,9,,[],0,Sin regla,Papelería y Tarjetería,0.3025561653681676,Papelería y Tarjetería
22396,MAGNETS PACK OF 4 RETRO PHOTO,185,1895,1427.08,0.92,33,,[],0,Sin regla,Marcos y Fotografía,0.5526959115968638,Marcos y Fotografía
22398,MAGNETS PACK OF 4 SWALLOWS,438,4239,3687.48,1.01,22,,[],0,Sin regla,Navidad,0.06605089875184089,Sin clasificar
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,278,4040,4734.6,1.31,22,,[],0,Sin regla,Cajas y Almacenamiento,0.2518702523803076,Cajas y Almacenamiento
22400,MAGNETS PACK OF 4 HOME SWEET HOME,237,2450,2049.56,0.89,22,,[],0,Sin regla,Decoración del Hogar,0.0651659416976087,Sin clasificar
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,254,3431,3012.78,0.92,22,,[],0,Sin regla,Papelería y Tarjetería,0.058381156658129374,Sin clasificar
22403,MAGNETS PACK OF 4 VINTAGE LABELS,212,1715,1195.89,1.11,22,,[],0,Sin regla,Papelería y Tarjetería,0.03128250644762787,Sin clasificar
22405,MONEY BOX POCKET MONEY DESIGN,221,1642,1993.38,1.35,4,Cajas y Almacenamiento,['Cajas y Almacenamiento'],1,Cajas y Almacenamiento,Cajas y Almacenamiento,2.144009170058029,Cajas y Almacenamiento
22406,MONEY BOX KINGS CHOICE DESIGN,219,2487,3149.35,1.46,4,Cajas y Almacenamiento,['Cajas y Almacenamiento'],1,Cajas y Almacenamiento,Cajas y Almacenamiento,1.8683456621239145,Cajas y Almacenamiento
22407,MONEY BOX FIRST ADE DESIGN,75,438,521.12,1.39,4,Cajas y Almacenamiento,['Cajas y Almacenamiento'],1,Cajas y Almacenamiento,Cajas y Almacenamiento,1.991168767842844,Cajas y Almacenamiento
22408,MONEY BOX CONFECTIONERY DESIGN,96,650,798.67,1.46,4,Cajas y Almacenamiento,['Cajas y Almacenamiento'],1,Cajas y Almacenamiento,Cajas y Almacenamiento,1.9553903931019794,Cajas y Almacenamiento
22409,MONEY BOX BISCUITS DESIGN,165,1686,2290.46,1.55,4,Cajas y Almacenamiento,['Cajas y Almacenamiento'],1,Cajas y Almacenamiento,Cajas y Almacenamiento,1.9690709582579382,Cajas y Almacenamiento
22410,MONEY BOX HOUSEKEEPING DESIGN,198,1363,1667.46,1.39,4,Cajas y Almacenamiento,['Cajas y Almacenamiento'],1,Cajas y Almacenamiento,Cajas y Almacenamiento,2.3120608565995506,Cajas y Almacenamiento
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2209,27281,57318.71,2.45,9,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,1.888258574153194,Bolsos y Carteras
22412,METAL SIGN NEIGHBOURHOOD WITCH,406,2401,5140.82,2.57,11,Carteles y Señalética,['Carteles y Señalética'],1,Carteles y Señalética,Carteles y Señalética,1.901153528215077,Carteles y Señalética
22413,METAL SIGN TAKE IT OR LEAVE IT,888,6976,19728.24,3.3,11,Carteles y Señalética,['Carteles y Señalética'],1,Carteles y Señalética,Carteles y Señalética,2.74153915604666,Carteles y Señalética
22414,DOORMAT NEIGHBOURHOOD WITCH,220,1187,7203.57,9.45,22,Textiles del Hogar,['Textiles del Hogar'],1,Textiles del Hogar,Textiles del Hogar,1.877867853429683,Textiles del Hogar
22415,WHITE TISSUE REAM,204,317,2520.15,7.95,22,,[],0,Sin regla,Cocina y Mesa,0.14334771229020415,Sin clasificar
22416,SET OF 36 DOILIES SPACEBOY DESIGN,176,1970,2763.36,1.58,22,Papelería y Tarjetería,['Papelería y Tarjetería'],1,Papelería y Tarjetería,Papelería y Tarjetería,1.8838352582099165,Papelería y Tarjetería
22417,PACK OF 60 SPACEBOY CAKE CASES,1125,21451,11159.9,0.71,32,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.2566509464231506,Cocina y Mesa
22418,10 COLOUR SPACEBOY PEN,590,12314,10417.73,1.02,22,Papelería y Tarjetería,['Papelería y Tarjetería'],1,Papelería y Tarjetería,Papelería y Tarjetería,1.9508889745090316,Papelería y Tarjetería
22419,LIPSTICK PEN RED,519,6847,3242.59,0.6,22,Papelería y Tarjetería,['Papelería y Tarjetería'],1,Papelería y Tarjetería,Papelería y Tarjetería,2.0997007223611597,Papelería y Tarjetería
22420,LIPSTICK PEN BABY PINK,240,2111,1014.75,0.59,22,Papelería y Tarjetería,['Papelería y Tarjetería'],1,Papelería y Tarjetería,Papelería y Tarjetería,1.9628920794693232,Papelería y Tarjetería
22421,LIPSTICK PEN FUSCHIA,416,4721,2351.86,0.59,22,Papelería y Tarjetería,['Papelería y Tarjetería'],1,Papelería y Tarjetería,Papelería y Tarjetería,1.9557193446888261,Papelería y Tarjetería
22422,TOOTHPASTE TUBE PEN,359,2743,1760.94,0.99,22,Papelería y Tarjetería,['Papelería y Tarjetería'],1,Papelería y Tarjetería,Papelería y Tarjetería,2.2346328836668854,Papelería y Tarjetería
22423,REGENCY CAKESTAND 3 TIER,3950,26478,330590.32,14.19,22,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.9248922949094862,Cocina y Mesa
22424,ENAMEL BREAD BIN CREAM,740,1529,20886.89,15.39,22,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.9287622120552284,Cocina y Mesa
22425,ENAMEL COLANDER CREAM,302,854,4321.52,5.61,22,,[],0,Sin regla,Cocina y Mesa,0.7225386650836527,Cocina y Mesa
22426,ENAMEL WASH BOWL CREAM,373,1333,5133.3,4.71,44,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.3326782675807207,Cocina y Mesa
22427,ENAMEL FLOWER JUG CREAM,802,3210,19273.28,6.53,36,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.9215691869044635,Cocina y Mesa
22428,ENAMEL FIRE BUCKET CREAM,192,459,3379.67,7.96,22,,[],0,Sin regla,Cocina y Mesa,0.5750838275350636,Cocina y Mesa
22429,ENAMEL MEASURING JUG CREAM,628,2280,9844.04,4.82,22,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.098549980154926,Cocina y Mesa
22430,ENAMEL WATERING CAN CREAM,358,1397,6761.38,5.6,22,Jardín y Exterior,['Jardín y Exterior'],1,Jardín y Exterior,Jardín y Exterior,1.9117096734201857,Jardín y Exterior
22431,WATERING CAN BLUE ELEPHANT,623,3365,6771.52,2.36,22,Jardín y Exterior,['Jardín y Exterior'],1,Jardín y Exterior,Jardín y Exterior,1.9645965924842823,Jardín y Exterior
22432,WATERING CAN PINK BUNNY,519,3532,6730.42,2.27,22,Pascua y Fiestas,"['Pascua y Fiestas', 'Jardín y Exterior']",2,Pascua y Fiestas,Pascua y Fiestas,1.7514746188217023,Pascua y Fiestas
22433,WATERING CAN GREEN DINOSAUR,425,2778,5186.28,2.26,22,Jardín y Exterior,['Jardín y Exterior'],1,Jardín y Exterior,Jardín y Exterior,1.9033702011043352,Jardín y Exterior
22434,BALLOON PUMP WITH 10 BALLOONS,287,2547,4733.49,2.04,22,Pascua y Fiestas,['Pascua y Fiestas'],1,Pascua y Fiestas,Pascua y Fiestas,2.496594661755655,Pascua y Fiestas
22435,SET OF 9 HEART SHAPED BALLOONS,547,4915,6185.22,1.43,39,Pascua y Fiestas,['Pascua y Fiestas'],1,Pascua y Fiestas,Pascua y Fiestas,1.9329029647161273,Pascua y Fiestas
22436,12 COLOURED PARTY BALLOONS,294,4215,2687.05,0.68,12,Pascua y Fiestas,['Pascua y Fiestas'],1,Pascua y Fiestas,Pascua y Fiestas,2.1919200632505245,Pascua y Fiestas
22437,SET OF 9 BLACK SKULL BALLOONS,451,6514,5457.97,0.98,22,Pascua y Fiestas,['Pascua y Fiestas'],1,Pascua y Fiestas,Pascua y Fiestas,1.9222445919000468,Pascua y Fiestas
22438,BALLOON ART MAKE YOUR OWN FLOWERS,177,1459,1913.22,1.92,22,Pascua y Fiestas,['Pascua y Fiestas'],1,Pascua y Fiestas,Pascua y Fiestas,0.5574744854840357,Pascua y Fiestas
22439,6 ROCKET BALLOONS,370,3891,2599.01,0.73,22,Pascua y Fiestas,['Pascua y Fiestas'],1,Pascua y Fiestas,Pascua y Fiestas,2.063233284559057,Pascua y Fiestas
22440,BALLOON WATER BOMB PACK OF 35,300,8523,3399.41,0.45,22,Pascua y Fiestas,['Pascua y Fiestas'],1,Pascua y Fiestas,Pascua y Fiestas,0.9852522049593117,Pascua y Fiestas
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,476,2644,5729.57,2.43,24,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.9071655567900982,Cocina y Mesa
22442,GROW YOUR OWN FLOWERS SET OF 3,173,866,4765.32,7.47,22,,[],0,Sin regla,Cocina y Mesa,0.0785293890779335,Sin clasificar
22443,GROW YOUR OWN HERBS SET OF 3,265,683,5393.43,8.47,22,,[],0,Sin regla,Cocina y Mesa,0.10603023022597435,Sin clasificar
22444,GROW YOUR OWN PLANT IN A CAN,454,10132,13856.6,1.58,7,,[],0,Sin regla,Jardín y Exterior,0.293378462802113,Jardín y Exterior
22445,PENCIL CASE LIFE IS BEAUTIFUL,285,1287,3948.86,3.47,22,Papelería y Tarjetería,['Papelería y Tarjetería'],1,Papelería y Tarjetería,Papelería y Tarjetería,1.9650342121778857,Papelería y Tarjetería
22446,PIN CUSHION BABUSHKA PINK,189,618,1751.93,3.05,22,Textiles del Hogar,['Textiles del Hogar'],1,Textiles del Hogar,Textiles del Hogar,1.9801022700629065,Textiles del Hogar
22447,PIN CUSHION BABUSHKA BLUE,82,248,796.34,3.49,22,Textiles del Hogar,['Textiles del Hogar'],1,Textiles del Hogar,Textiles del Hogar,2.1175950104036985,Textiles del Hogar
22448,PIN CUSHION BABUSHKA RED,122,753,2426.73,3.69,22,Textiles del Hogar,['Textiles del Hogar'],1,Textiles del Hogar,Textiles del Hogar,1.981755305076452,Textiles del Hogar
22449,SILK PURSE BABUSHKA PINK,312,1323,4374.45,3.47,22,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,1.9768599174798869,Bolsos y Carteras
22450,SILK PURSE BABUSHKA BLUE,184,834,2798.28,3.51,22,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,1.974043922783326,Bolsos y Carteras
22451,SILK PURSE BABUSHKA RED,244,1339,4496.99,3.82,22,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,2.013411493684888,Bolsos y Carteras
22452,MEASURING TAPE BABUSHKA PINK,257,1271,3358.1,2.69,22,,[],0,Sin regla,Cocina y Mesa,0.17024541359949785,Sin clasificar
22453,MEASURING TAPE BABUSHKA BLUE,145,801,2212.92,2.88,22,,[],0,Sin regla,Cocina y Mesa,0.1998163296452018,Sin clasificar
22454,MEASURING TAPE BABUSHKA RED,181,1405,3933.63,3.14,22,,[],0,Sin regla,Cocina y Mesa,0.20109979193106808,Cocina y Mesa
22456,NATURAL SLATE CHALKBOARD LARGE,837,4416,21583.2,6.31,22,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.9255058014702762,Decoración del Hogar
22457,NATURAL SLATE HEART CHALKBOARD,2059,15373,47288.23,3.51,39,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,2.229090962991329,Decoración del Hogar
22458,CAST IRON HOOK GARDEN FORK,173,1523,3790.47,2.86,42,Jardín y Exterior,"['Jardín y Exterior', 'Cocina y Mesa']",2,Jardín y Exterior,Jardín y Exterior,1.6112911668818368,Jardín y Exterior
22459,CAST IRON HOOK GARDEN TROWEL,174,1378,3389.74,2.89,42,Jardín y Exterior,['Jardín y Exterior'],1,Jardín y Exterior,Jardín y Exterior,2.242990669458187,Jardín y Exterior
22460,EMBOSSED GLASS TEALIGHT HOLDER,378,4771,6283.87,1.52,22,,[],0,Sin regla,Velas e Iluminación,0.40878513314405185,Velas e Iluminación
