stock_code,description_clean,n_transacciones,unidades_totales,revenue_total,precio_medio
22453,MEASURING TAPE BABUSHKA BLUE,145,801,2212.92,2.88
22454,MEASURING TAPE BABUSHKA RED,181,1405,3933.63,3.14
22456,NATURAL SLATE CHALKBOARD LARGE,837,4416,21583.2,6.31
22457,NATURAL SLATE HEART CHALKBOARD,2059,15373,47288.23,3.51
22458,CAST IRON HOOK GARDEN FORK,173,1523,3790.47,2.86
22459,CAST IRON HOOK GARDEN TROWEL,174,1378,3389.74,2.89
22460,EMBOSSED GLASS TEALIGHT HOLDER,378,4771,6283.87,1.52
22461,SAVOY ART DECO CLOCK,146,410,3607.81,12.37
22464,HANGING METAL HEART LANTERN,795,7847,12985.31,1.91
22465,HANGING METAL STAR LANTERN,474,4517,7284.24,1.87
22466,FAIRY TALE COTTAGE NIGHTLIGHT,397,5312,9857.18,2.37
22467,GUMBALL COAT RACK,1111,11868,28059.48,2.84
22468,BABUSHKA LIGHTS STRING OF 10,413,1736,11542.6,7.88
22469,HEART OF WICKER SMALL,2195,27908,48935.11,1.92
22470,HEART OF WICKER LARGE,1994,17773,53506.13,3.21
22471,TV DINNER TRAY AIR HOSTESS,176,627,2568.76,5.78
22472,TV DINNER TRAY DOLLY GIRL,250,1099,5160.32,5.87
22473,TV DINNER TRAY VINTAGE PAISLEY,209,811,3070.92,5.2
22474,SPACEBOY TV DINNER TRAY,256,972,4746.53,6.23
22475,SKULL DESIGN TV DINNER TRAY,259,769,3856.8,6.0
22476,EMPIRE UNION JACK TV DINNER TRAY,270,1332,5218.61,6.59
22477,WATERING CAN GARDEN MARKER,277,2414,3356.74,1.65
22478,BIRDHOUSE GARDEN MARKER,317,2772,3848.41,1.61
22479,DAISY GARDEN MARKER,215,1939,2691.19,1.58
22480,RED TEA TOWEL CLASSIC DESIGN,267,2368,2863.06,1.27
22481,BLACK TEA TOWEL CLASSIC DESIGN,224,1272,1309.81,1.16
22482,BLUE TEA TOWEL CLASSIC DESIGN,218,2319,2739.43,1.25
22483,RED GINGHAM TEDDY BEAR,349,1877,5440.51,3.31
22485,SET OF 2 WOODEN MARKET CRATES,420,1101,14677.84,14.76
22486,PLASMATRONIC LAMP,40,104,856.4,9.82
22487,WHITE WOOD GARDEN PLANT LADDER,900,1632,16373.7,10.69
22488,NATURAL SLATE RECTANGLE CHALKBOARD,811,6905,11788.06,1.96
22489,PACK OF 12 TRADITIONAL CRAYONS,795,17916,7548.67,0.51
22491,PACK OF 12 COLOURED PENCILS,395,7423,5950.0,0.9
22492,MINI PAINT SET VINTAGE,732,43546,27817.59,0.77
22493,PAINT YOUR OWN CANVAS SET,431,4738,7608.12,1.83
22494,EMERGENCY FIRST AID TIN,471,2765,3730.92,1.72
22495,SET OF 2 ROUND TINS CAMEMBERT,239,940,2682.32,3.42
22496,SET OF 2 ROUND TINS DUTCH CHEESE,194,731,1996.09,3.12
22497,SET OF 2 TINS VINTAGE BATHROOM,280,929,4239.07,5.25
22498,WOODEN REGATTA BUNTING,383,1135,6933.74,6.85
22499,WOODEN UNION JACK BUNTING,778,3584,21826.52,6.62
22500,SET OF 2 TINS JARDIN DE PROVENCE,199,580,2647.31,5.19
22501,PICNIC BASKET WICKER LARGE,762,2612,30339.36,13.59
22502,PICNIC BASKET WICKER SMALL,931,3766,60880.3,8.06
22503,CABIN BAG VINTAGE PAISLEY,54,141,3178.02,25.08
22504,CABIN BAG VINTAGE RETROSPOT,115,366,7985.03,25.72
22505,MEMO BOARD COTTAGE DESIGN,751,3773,18034.63,5.47
22507,MEMO BOARD RETROSPOT DESIGN,902,5455,25603.46,5.94
22508,DOORSTOP RETROSPOT HEART,704,2880,11561.95,4.39
22509,SEWING BOX RETROSPOT DESIGN,188,387,5130.36,15.86
22510,GINGHAM BABUSHKA DOORSTOP,90,316,821.57,3.41
22511,RETROSPOT BABUSHKA DOORSTOP,112,397,1046.66,3.42
22512,DOORSTOP RACING CAR DESIGN,71,384,956.17,3.63
22513,DOORSTOP FOOTBALL DESIGN,171,585,1894.7,4.34
22514,CHILDS GARDEN SPADE BLUE,233,1082,2202.92,2.35
22515,CHILDS GARDEN SPADE PINK,210,1046,2129.74,2.45
22516,CHILDS GARDEN RAKE BLUE,164,839,1700.6,2.5
22517,CHILDS GARDEN RAKE PINK,152,806,1589.41,2.39
22518,CHILDS GARDEN BRUSH BLUE,267,1398,2899.8,2.55
22519,CHILDS GARDEN BRUSH PINK,260,1425,2968.77,2.48
22520,CHILDS GARDEN TROWEL BLUE,376,2294,2011.28,0.93
22521,CHILDS GARDEN TROWEL PINK,376,2288,1987.93,0.94
22522,CHILDS GARDEN FORK BLUE,339,2239,1905.81,0.91
22523,CHILDS GARDEN FORK PINK,358,2183,1882.29,0.93
22524,CHILDRENS GARDEN GLOVES BLUE,295,1925,2713.23,1.58
22525,CHILDRENS GARDEN GLOVES PINK,329,1946,2748.79,1.65
22526,WHEELBARROW FOR CHILDREN,208,544,6689.67,13.6
22528,GARDENERS KNEELING PAD,559,5824,7623.41,1.49
22529,MAGIC DRAWING SLATE GO TO THE FAIR,156,2437,984.03,0.46
22530,MAGIC DRAWING SLATE DOLLY GIRL,474,10065,4257.09,0.49
22531,MAGIC DRAWING SLATE CIRCUS PARADE,411,8136,3507.76,0.49
22532,MAGIC DRAWING SLATE LEAP FROG,180,2862,1101.1,0.45
22533,MAGIC DRAWING SLATE BAKE A CAKE,236,4519,1783.36,0.48
22534,MAGIC DRAWING SLATE SPACEBOY,600,12891,5514.79,0.5
22535,MAGIC DRAWING SLATE BUNNIES,301,4454,1862.49,0.47
22536,MAGIC DRAWING SLATE PURDEY,374,9091,3586.24,0.46
22537,MAGIC DRAWING SLATE DINOSAUR,359,5861,2420.91,0.49
22538,MINI JIGSAW GO TO THE FAIR,86,1443,610.43,0.54
22539,MINI JIGSAW DOLLY GIRL,249,5654,2268.13,0.54
22540,MINI JIGSAW CIRCUS PARADE,190,6162,2410.29,0.5
22541,MINI JIGSAW LEAP FROG,67,1245,503.92,0.56
22543,MINI JIGSAW BAKE A CAKE,118,3247,1281.49,0.51
22544,MINI JIGSAW SPACEBOY,342,9382,3756.52,0.51
22545,MINI JIGSAW BUNNIES,185,3451,1421.06,0.53
22546,MINI JIGSAW PURDEY,182,4375,1760.8,0.52
22547,MINI JIGSAW DINOSAUR,192,1980,846.82,0.59
22548,HEADS AND TAILS SPORTING FUN,440,3526,4404.31,1.39
22549,PICTURE DOMINOES,722,6521,9718.41,1.86
22550,HOLIDAY FUN LUDO,426,2058,7669.64,4.36
22551,PLASTERS IN TIN SPACEBOY,1314,15441,25912.87,1.81
22553,PLASTERS IN TIN SKULLS,1108,7794,13013.15,1.9
22554,PLASTERS IN TIN WOODLAND ANIMALS,1292,13588,22853.72,1.87
22555,PLASTERS IN TIN STRONGMAN,982,11549,18680.32,1.81
22556,PLASTERS IN TIN CIRCUS PARADE,1216,13585,22334.08,1.77
22557,PLASTERS IN TIN VINTAGE PAISLEY,1156,10369,17401.3,1.83
22558,CLOTHES PEGS RETROSPOT PACK 24,1212,13809,19513.17,1.67
22559,SEASIDE FLYING DISC,204,1583,1986.87,1.5
22560,TRADITIONAL MODELLING CLAY,754,14836,17861.71,1.37
22561,WOODEN SCHOOL COLOURING SET,922,11642,19524.27,1.74
22562,MONSTERS STENCIL CRAFT,396,3978,4682.3,1.32
22563,HAPPY STENCIL CRAFT,544,5942,6923.85,1.32
22564,ALPHABET STENCIL CRAFT,344,4570,5221.4,1.32
22565,FELTCRAFT HAIRBANDS PINK AND WHITE,282,2086,1902.19,1.03
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,302,2836,2373.82,0.99
22567,20 DOLLY PEGS RETROSPOT,510,5561,6955.83,1.46
22568,FELTCRAFT CUSHION OWL,879,5479,20244.97,4.16
22569,FELTCRAFT CUSHION BUTTERFLY,793,5521,20104.43,4.19
22570,FELTCRAFT CUSHION RABBIT,810,5631,20901.1,4.31
22571,ROCKING HORSE RED CHRISTMAS,521,5780,5135.24,1.04
22572,ROCKING HORSE GREEN CHRISTMAS,373,3439,3087.18,1.04
22573,STAR WOODEN CHRISTMAS DECORATION,409,4907,4403.83,1.09
22574,HEART WOODEN CHRISTMAS DECORATION,420,5074,4629.17,1.07
22575,METAL MERRY CHRISTMAS WREATH,343,3113,6699.71,2.09
22576,SWALLOW WOODEN CHRISTMAS DECORATION,347,3132,2835.08,1.06
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,860,14023,7154.53,0.65
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,803,13302,6419.24,0.62
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,574,7152,3797.28,0.69
22580,ADVENT CALENDAR GINGHAM SACK,496,2322,13141.08,6.14
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,390,3565,2852.63,0.94
22582,PACK OF 6 SWEETIE GIFT BOXES,302,2522,6324.77,2.87
22583,PACK OF 6 HANDBAG GIFT BOXES,361,1873,4955.75,2.98
22584,PACK OF 6 PANNETONE GIFT BOXES,595,5222,13287.78,2.86
22585,PACK OF 6 BIRDY GIFT TAGS,1124,17557,21977.3,1.38
22586,FELTCRAFT HAIRBAND PINK AND BLUE,300,2087,1815.14,1.0
22587,FELTCRAFT HAIRBAND RED AND BLUE,316,2112,1841.19,1.0
22588,CARD HOLDER GINGHAM HEART,490,2849,7776.84,3.1
22589,CARDHOLDER GINGHAM STAR,241,1317,3626.78,3.09
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,209,1347,3854.15,3.47
22592,CARDHOLDER HOLLY WREATH METAL,306,1980,7956.84,4.43
22593,CHRISTMAS GINGHAM STAR,417,5420,4823.9,1.07
22594,CHRISTMAS GINGHAM TREE,413,4791,4377.33,1.11
22595,GINGHAM HEART DECORATION,806,12535,10544.32,1.0
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,445,6331,6471.2,1.12
22597,MUSICAL ZINC HEART DECORATION,297,4613,2766.08,0.78
22598,CHRISTMAS MUSICAL ZINC TREE,146,1790,1131.85,0.77
22599,CHRISTMAS MUSICAL ZINC STAR,191,3119,1976.88,0.74
22600,CHRISTMAS RETROSPOT STAR WOOD,436,4860,4209.9,1.01
22601,CHRISTMAS RETROSPOT ANGEL WOOD,422,5250,4547.19,1.02
22602,CHRISTMAS RETROSPOT HEART WOOD,549,6383,5415.59,1.03
22603,CHRISTMAS RETROSPOT TREE WOOD,396,4143,3552.09,1.03
22604,SET OF 4 NAPKIN CHARMS CUTLERY,251,2017,4957.62,2.75
22605,WOODEN CROQUET GARDEN SET,643,1827,23426.82,14.77
22606,WOODEN SKITTLES GARDEN SET,377,1069,14881.94,16.36
22607,WOODEN ROUNDERS GARDEN SET,747,2533,22906.54,10.02
22608,PENS ASSORTED FUNKY JEWELED,170,5735,1573.81,0.46
22609,PENS ASSORTED SPACEBALL,202,7087,2414.54,0.56
22610,PENS ASSORTED FUNNY FACE,288,12680,5107.54,0.56
22611,VINTAGE UNION JACK SHOPPING BAG,200,907,4338.63,5.17
22612,TEA COSY VINTAGE UNION JACK,111,1001,3984.99,4.2
22613,PACK OF 20 SPACEBOY NAPKINS,280,3051,2419.76,0.97
22614,PACK OF 12 SPACEBOY TISSUES,373,5726,1954.3,0.42
22615,PACK OF 12 CIRCUS PARADE TISSUES,189,3718,1145.88,0.45
22616,PACK OF 12 LONDON TISSUES,841,39147,12460.16,0.43
22617,BAKING SET SPACEBOY DESIGN,948,4251,20546.99,5.3
22618,COOKING SET RETROSPOT,243,718,6984.35,10.47
22619,SET OF 6 SOLDIER SKITTLES,716,4008,15620.09,4.45
22620,4 TRADITIONAL SPINNING TOPS,857,8181,11073.45,1.57
22621,TRADITIONAL KNITTING NANCY,892,8726,13784.32,1.82
22622,BOX OF VINTAGE ALPHABET BLOCKS,574,2945,29450.11,11.39
22623,BOX OF VINTAGE JIGSAW BLOCKS,543,2312,12432.28,5.67
22624,IVORY KITCHEN SCALES,1221,3152,27282.73,9.34
22625,RED KITCHEN SCALES,950,2627,22911.55,9.73
22626,BLACK KITCHEN SCALES,339,837,7167.48,9.23
22627,MINT KITCHEN SCALES,654,1600,14016.8,9.47
22628,PICNIC BOXES SET OF 3 RETROSPOT,351,1744,8367.8,5.63
22629,SPACEBOY LUNCH BOX,1379,20807,37955.5,2.17
22630,DOLLY GIRL LUNCH BOX,1349,18058,33380.83,2.3
22631,CIRCUS PARADE LUNCH BOX,673,6272,12241.85,2.5
22632,HAND WARMER RED RETROSPOT,803,10290,20540.33,2.2
22633,HAND WARMER UNION JACK,900,8541,17576.67,2.21
22634,CHILDS BREAKFAST SET SPACEBOY,501,1688,15946.55,10.16
22635,CHILDS BREAKFAST SET DOLLY GIRL,487,1660,15795.01,10.3
22636,CHILDS BREAKFAST SET CIRCUS PARADE,493,1618,13437.03,8.81
22637,PIGGY BANK RETROSPOT,599,4478,11492.82,3.02
22638,SET OF 4 NAPKIN CHARMS CROWNS,74,405,735.23,2.35
22639,SET OF 4 NAPKIN CHARMS HEARTS,281,1651,4021.12,2.71
22640,SET OF 4 NAPKIN CHARMS 3 KEYS,88,357,765.39,2.56
22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,69,300,704.9,2.6
22642,SET OF 4 NAPKIN CHARMS STARS,146,989,2348.47,2.58
22643,SET OF 4 NAPKIN CHARMS LEAVES,96,464,1006.24,2.4
22644,CERAMIC CHERRY CAKE MONEY BANK,614,4857,7069.88,1.97
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,747,5560,9925.13,2.02
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,892,8913,12654.71,1.87
22647,CERAMIC LOVE HEART MONEY BANK,82,1058,919.63,1.54
22649,STRAWBERRY FAIRY CAKE TEAPOT,493,2302,11541.78,5.76
22650,CERAMIC PIRATE CHEST MONEY BANK,285,1786,2717.88,1.85
22651,GENTLEMAN SHIRT REPAIR KIT,272,3175,2720.86,1.16
22652,TRAVEL SEWING KIT,844,9910,16794.05,1.91
22653,BUTTON BOX,384,3031,5618.21,2.04
22654,DELUXE SEWING KIT,602,2534,16971.27,7.36
22655,VINTAGE RED KITCHEN CABINET,53,76,12845.0,186.32
22656,VINTAGE BLUE KITCHEN CABINET,37,45,9290.0,214.86
22657,HEN 2 CHICKS IN BASKET,7,59,50.15,0.85
22659,LUNCH BOX I LOVE LONDON,1098,15942,29563.81,2.33
22660,DOORMAT I LOVE LONDON,194,881,5839.41,9.1
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,638,8199,6620.45,0.96
22662,LUNCH BAG DOLLY GIRL DESIGN,1005,9951,16213.61,1.92
22663,JUMBO BAG DOLLY GIRL DESIGN,691,5764,11465.29,2.44
22664,TOY TIDY DOLLY GIRL DESIGN,266,1429,2954.19,2.76
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,707,2955,9589.84,3.77
22666,RECIPE BOX PANTRY YELLOW DESIGN,1671,10706,33682.62,3.6
22667,RECIPE BOX RETROSPOT,858,4845,13586.35,2.99
22668,PINK BABY BUNTING,579,3587,10898.05,3.92
22669,RED BABY BUNTING,441,2386,7613.94,3.63
22670,FRENCH WC SIGN BLUE METAL,432,4432,5510.57,1.57
22671,FRENCH LAUNDRY SIGN BLUE METAL,247,1688,2811.34,2.04
22672,FRENCH BATHROOM SIGN BLUE METAL,376,2850,4736.11,1.95
22673,FRENCH GARDEN SIGN BLUE METAL,196,1320,1667.5,1.45
22674,FRENCH TOILET SIGN BLUE METAL,300,2377,2956.33,1.45
22675,FRENCH KITCHEN SIGN BLUE METAL,273,2227,2754.95,1.44
22676,FRENCH BLUE METAL DOOR SIGN 1,307,1830,2464.98,1.59
22677,FRENCH BLUE METAL DOOR SIGN 2,281,1583,2143.03,1.64
22678,FRENCH BLUE METAL DOOR SIGN 3,248,1400,1875.53,1.61
22679,FRENCH BLUE METAL DOOR SIGN 4,230,1263,1695.68,1.63
22680,FRENCH BLUE METAL DOOR SIGN 5,232,1356,1820.45,1.59
22681,FRENCH BLUE METAL DOOR SIGN 6,192,1167,1559.52,1.62
22682,FRENCH BLUE METAL DOOR SIGN 7,183,1166,1521.86,1.53
22683,FRENCH BLUE METAL DOOR SIGN 8,192,1131,1501.66,1.59
22684,FRENCH BLUE METAL DOOR SIGN 9,165,1012,1342.44,1.59
22685,FRENCH BLUE METAL DOOR SIGN 0,161,1082,1395.84,1.46
22686,FRENCH BLUE METAL DOOR SIGN NO,221,1406,1857.39,1.82
22687,DOORMAT CHRISTMAS VILLAGE,149,895,5784.67,9.82
22688,DOORMAT PEACE ON EARTH BLUE,93,865,4756.7,8.46
22689,DOORMAT MERRY CHRISTMAS RED,265,1092,8366.72,9.38
22690,DOORMAT HOME SWEET HOME BLUE,438,2530,15836.35,8.21
22691,DOORMAT WELCOME SUNRISE,218,758,5198.6,8.92
22692,DOORMAT WELCOME TO OUR HOME,606,2135,15965.95,9.48
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,351,17875,20469.08,1.46
22694,WICKER STAR,870,4893,10958.6,2.4
22695,WICKER WREATH SMALL,230,1457,2070.15,1.71
22696,WICKER WREATH LARGE,295,1415,2790.83,2.26
22697,GREEN REGENCY TEACUP AND SAUCER,1365,9795,30425.05,3.78
22698,PINK REGENCY TEACUP AND SAUCER,1039,8193,24374.62,3.69
22699,ROSES REGENCY TEACUP AND SAUCER,1437,13070,38249.5,3.61
22700,BLACK AND WHITE DOG BOWL,98,1384,3155.4,2.84
22701,PINK DOG BOWL,159,675,1320.57,2.84
22702,BLACK AND WHITE CAT BOWL,95,1589,3156.32,2.18
22703,PINK CAT BOWL,165,513,921.81,1.93
22704,WRAP RED APPLES,295,8678,3564.76,0.42
22705,WRAP GREEN PEARS,151,3733,1567.86,0.42
22706,WRAP COWBOYS,125,4222,1693.24,0.42
22707,WRAP MONSTER FUN,83,2157,905.94,0.42
22708,WRAP DOLLY GIRL,159,5325,2140.5,0.42
22709,WRAP WEDDING DAY,77,2799,1099.58,0.42
22710,WRAP I LOVE LONDON,173,7184,2821.28,0.42
22711,WRAP CIRCUS PARADE,181,5377,2210.34,0.42
22712,CARD DOLLY GIRL,509,7295,3002.42,0.55
22713,CARD I LOVE LONDON,370,6084,2616.12,0.56
22714,CARD BIRTHDAY COWBOY,359,5277,2157.91,0.54
22715,CARD WEDDING DAY,218,2717,1133.93,0.51
22716,CARD CIRCUS PARADE,447,5218,2211.41,0.52
22717,CARD DOG AND BALL,215,2405,1018.42,0.54
22718,CARD CAT AND TREE,264,2605,1141.36,0.57
22719,GUMBALL MONOCHROME COAT RACK,238,1467,1987.83,1.88
22720,SET OF 3 CAKE TINS PANTRY DESIGN,1392,7483,38108.89,5.83
22721,SET OF 3 CAKE TINS SKETCHBOOK,298,1020,4671.81,5.4
22722,SET OF 6 SPICE TINS PANTRY DESIGN,848,5972,24459.96,4.68
22723,SET OF 6 HERB TINS SKETCHBOOK,298,1164,4262.82,4.3
22725,ALARM CLOCK BAKELIKE CHOCOLATE,556,2518,10324.92,4.73
22726,ALARM CLOCK BAKELIKE GREEN,1285,7671,32609.32,4.47
22727,ALARM CLOCK BAKELIKE RED,1380,9234,36543.77,4.37
22728,ALARM CLOCK BAKELIKE PINK,980,6215,24257.31,4.53
22729,ALARM CLOCK BAKELIKE ORANGE,620,2999,11864.0,4.47
22730,ALARM CLOCK BAKELIKE IVORY,749,3702,14867.27,4.4
22731,3D CHRISTMAS STAMPS STICKERS,269,2958,3965.62,1.5
22732,3D VINTAGE CHRISTMAS STICKERS,342,3773,5001.84,1.54
22733,3D TRADITIONAL CHRISTMAS STICKERS,344,3441,4425.49,1.51
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,774,9772,26763.75,3.26
22735,RIBBON REEL SOCKS AND MITTENS,235,1434,2541.38,2.34
22736,RIBBON REEL MAKING SNOWMEN,414,2527,4538.28,2.22
22737,RIBBON REEL CHRISTMAS PRESENT,503,3266,5840.43,2.14
22738,RIBBON REEL SNOWY VILLAGE,500,4447,8012.57,2.19
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,607,4021,7357.44,2.21
22740,POLKADOT PEN,301,13345,11395.31,1.09
22741,FUNKY DIVA PEN,293,10652,9173.03,1.1
22742,MAKE YOUR OWN PLAYTIME CARD KIT,182,1002,2475.3,3.09
22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,358,1502,4542.5,3.58
22744,MAKE YOUR OWN MONSOON CARD KIT,305,1515,4245.17,3.22
22745,POPPY S PLAYHOUSE BEDROOM,712,3976,9764.64,2.48
22746,POPPY S PLAYHOUSE LIVINGROOM,571,2910,6699.25,2.43
22747,POPPY S PLAYHOUSE BATHROOM,406,2035,4487.2,2.41
22748,POPPY S PLAYHOUSE KITCHEN,752,4142,10161.4,2.41
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,696,3759,15354.35,4.08
22750,FELTCRAFT PRINCESS LOLA DOLL,652,3125,11697.6,4.03
22751,FELTCRAFT PRINCESS OLIVIA DOLL,470,2264,8445.97,4.14
22752,SET 7 BABUSHKA NESTING BOXES,700,3459,28139.45,9.46
22753,SMALL YELLOW BABUSHKA NOTEBOOK,410,2332,1915.21,0.95
22754,SMALL RED BABUSHKA NOTEBOOK,497,3924,3044.86,0.99
22755,SMALL PURPLE BABUSHKA NOTEBOOK,507,3776,2997.63,0.98
22756,LARGE YELLOW BABUSHKA NOTEBOOK,216,1204,1393.45,1.4
22757,LARGE RED BABUSHKA NOTEBOOK,313,2696,3070.18,1.52
22758,LARGE PURPLE BABUSHKA NOTEBOOK,318,2437,2618.35,1.53
22759,SET OF 3 NOTEBOOKS IN PARCEL,812,9380,15866.56,1.97
22760,TRAY BREAKFAST IN BED,120,356,4506.89,14.21
22761,CHEST 7 DRAWER MA CAMPAGNE,34,48,1182.78,25.31
22762,CUPBOARD 3 DRAWER MA CAMPAGNE,133,204,3276.62,17.34
22763,KEY CABINET MA CAMPAGNE,135,662,5430.59,11.09
22764,RUSTIC WOODEN CABINET GLASS DOORS,25,183,3462.49,24.58
22765,NEWSPAPER STAND,53,311,3508.3,17.09
22766,PHOTO FRAME CORNICE,645,4367,12864.25,3.18
22767,TRIPLE PHOTO FRAME CORNICE,297,1004,9478.23,10.32
22768,FAMILY PHOTO FRAME CORNICE,356,1158,11064.72,10.68
22769,CHALKBOARD KITCHEN ORGANISER,45,174,3656.86,29.07
22770,MIRROR CORNICE,71,112,1799.62,16.33
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,520,7489,10147.08,1.54
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,316,4377,5914.92,1.65
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,231,2392,3171.11,1.54
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,185,2791,3591.06,1.56
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,291,3633,5190.03,1.7
22776,SWEETHEART CAKESTAND 3 TIER,692,1708,17530.46,11.17
22777,GLASS CLOCHE LARGE,100,455,3838.82,10.17
22778,GLASS CLOCHE SMALL,201,972,3844.46,4.91
22779,WOODEN OWLS LIGHT GARLAND,196,1735,6631.35,4.2
22780,LIGHT GARLAND BUTTERFILES PINK,181,1623,6167.59,4.2
22781,GUMBALL MAGAZINE RACK,308,867,7060.58,9.5
22782,SET 3 WICKER STORAGE BASKETS,84,254,3712.3,19.99
22783,SET 3 WICKER OVAL BASKETS W LIDS,45,482,6316.3,15.91
22784,LANTERN CREAM GAZEBO,373,1551,7727.14,5.62
22785,SQUARECUSHION COVER PINK UNION FLAG,122,412,2207.11,7.33
22786,CUSHION COVER PINK UNION JACK,94,248,1549.1,7.11
22788,BROCANTE COAT RACK,84,476,3942.62,11.65
22789,T LIGHT HOLDER SWEETHEART HANGING,200,1238,2419.54,2.13
22790,MIRROR ARCHED GEORGIAN,1,200,3884.0,19.42
22791,T LIGHT GLASS FLUTED ANTIQUE,435,9458,11728.69,1.5
22792,FLUTED ANTIQUE CANDLE HOLDER,262,3489,3241.13,1.12
22794,SWEETHEART WIRE MAGAZINE RACK,209,389,3271.35,8.88
22795,SWEETHEART RECIPE BOOK STAND,502,1597,11175.81,7.92
22796,PHOTO FRAME 3 CLASSIC HANGING,318,806,8020.45,10.42
22797,CHEST OF DRAWERS GINGHAM HEART,140,242,4205.56,18.55
22798,ANTIQUE GLASS DRESSING TABLE POT,356,2367,7336.09,3.73
22799,SWEETHEART WIRE FRUIT BOWL,108,253,2020.84,8.83
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,268,1127,4586.4,4.84
22801,ANTIQUE GLASS PEDESTAL BOWL,306,1300,5277.95,4.59
22802,FAUX FUR CHOCOLATE THROW,62,110,1933.59,18.99
22803,IVORY EMBROIDERED QUILT,36,59,2237.84,39.11
22804,CANDLEHOLDER PINK HANGING HEART,682,5261,14075.8,3.15
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,231,2207,3008.82,1.66
22806,SET OF 6 T LIGHTS WEDDING CAKE,58,430,1149.02,3.38
22807,SET OF 6 T LIGHTS TOADSTOOLS,299,1375,4086.56,3.7
22808,SET OF 6 T LIGHTS EASTER CHICKS,83,420,1243.88,3.57
22809,SET OF 6 T LIGHTS SANTA,382,2568,7664.72,3.37
22810,SET OF 6 T LIGHTS SNOWMEN,332,2199,6729.13,3.41
22811,SET OF 6 T LIGHTS CACTI,141,1021,2884.13,4.01
22812,PACK 3 BOXES CHRISTMAS PANNETONE,473,4879,10734.43,2.55
22813,PACK 3 BOXES BIRD PANNETONE,378,3945,7663.83,2.44
22814,CARD PARTY GAMES,295,2728,1147.77,0.5
22815,CARD PSYCHEDELIC APPLES,340,3433,1468.53,0.5
22816,CARD MOTORBIKE SANTA,439,6856,2950.93,0.48
22817,CARD SUKI BIRTHDAY,355,3392,1434.9,0.5
22818,CARD CHRISTMAS VILLAGE,404,6290,2720.86,0.48
22819,BIRTHDAY CARD RETRO SPOT,331,3351,1418.12,0.48
22820,GIFT BAG BIRTHDAY,111,1353,845.13,0.64
22821,GIFT BAG PSYCHEDELIC APPLES,186,1660,1047.45,0.73
22822,CREAM WALL PLANTER HEART SHAPED,184,581,3367.35,6.36
22823,CHEST NATURAL WOOD 20 DRAWERS,18,32,3655.0,117.5
22824,3 TIER SWEETHEART GARDEN SHELF,48,61,2153.95,35.7
22825,DECORATIVE PLANT POT WITH FRIEZE,38,100,799.02,8.34
22826,LOVE SEAT ANTIQUE WHITE METAL,41,58,6210.0,114.02
22827,RUSTIC SEVENTEEN DRAWER SIDEBOARD,35,46,7150.0,158.71
22828,REGENCY MIRROR WITH SHUTTERS,11,17,2565.0,154.09
22829,SWEETHEART WIRE WALL TIDY,118,241,2468.57,10.99
22830,UTILTY CABINET WITH HOOKS,18,181,3760.71,26.24
22831,WHITE BROCANTE SOAP DISH,140,776,2286.28,3.34
22832,BROCANTE SHELF WITH HOOKS,85,185,2033.15,11.56
22833,HALL CABINET WITH 3 DRAWERS,13,120,4163.54,48.15
22834,HAND WARMER BABUSHKA DESIGN,613,6900,11287.63,2.29
22835,HOT WATER BOTTLE I AM SO POORLY,1018,5302,27082.84,5.64
22837,HOT WATER BOTTLE BABUSHKA,464,3534,16455.18,5.29
22838,3 TIER CAKE TIN RED AND CREAM,271,922,13220.86,16.81
22839,3 TIER CAKE TIN GREEN AND CREAM,261,579,8971.17,18.02
22840,ROUND CAKE TIN VINTAGE RED,402,1323,10023.65,8.24
22841,ROUND CAKE TIN VINTAGE GREEN,306,772,6002.52,8.41
22842,BISCUIT TIN VINTAGE RED,238,818,5308.58,7.08
22843,BISCUIT TIN VINTAGE GREEN,179,595,3858.51,7.18
22844,VINTAGE CREAM DOG FOOD CONTAINER,501,1227,11593.28,10.57
